EOS,sigma,Lambda1p4_GR,Lambda1p4_median,Lambda1p4_p5,Lambda1p4_p95,DeltaLambda1p4_median,DeltaLambda1p4_p5,DeltaLambda1p4_p95,mc_samples
AP4,0.051859296482412054,540.1196408002265,415.0937333582424,388.475350833947,439.3229281402914,-125.02590744198412,-151.64428996627956,-100.79671265993512,1000
AP4,0.052160804020100496,540.1196408002265,414.50117998913584,387.8493378910107,438.5924407223253,-125.61846081109071,-152.27030290921584,-101.52720007790124,1000
AP4,0.05246231155778894,540.1196408002265,413.73248627563333,387.00318007369907,437.8291487041424,-126.3871545245932,-153.11646072652746,-102.29049209608411,1000
AP4,0.05276381909547738,540.1196408002265,412.94982450333924,386.14844994231123,437.1875249496599,-127.16981629688729,-153.9711908579153,-102.9321158505666,1000
AP4,0.05306532663316582,540.1196408002265,412.2173143124044,384.8068207729338,436.1281931021203,-127.90232648782212,-155.31282002729273,-103.99144769810623,1000
AP4,0.05336683417085426,540.1196408002265,411.63588437262393,383.9815986690594,435.3873351279612,-128.4837564276026,-156.13804213116714,-104.73230567226534,1000
AP4,0.053668341708542705,540.1196408002265,410.9182647218082,383.0464186485777,434.9237637816414,-129.20137607841832,-157.07322215164885,-105.19587701858514,1000
AP4,0.05396984924623115,540.1196408002265,410.2884383352165,382.3221170103418,434.3551594053931,-129.83120246501005,-157.7975237898847,-105.76448139483342,1000
AP4,0.05427135678391959,540.1196408002265,409.53908118977535,381.32607790516045,433.6530886760896,-130.5805596104512,-158.79356289506606,-106.46655212413692,1000
AP4,0.05457286432160803,540.1196408002265,408.78951443825605,380.59905510335125,433.3871259619656,-131.33012636197049,-159.52058569687526,-106.73251483826095,1000
AP4,0.05487437185929648,540.1196408002265,408.0539301526721,379.3210982884829,432.4717334697072,-132.06571064755445,-160.79854251174362,-107.64790733051932,1000
AP4,0.05517587939698492,540.1196408002265,407.27795282862803,378.32609750863946,432.1337972504768,-132.8416879715985,-161.79354329158704,-107.98584354974973,1000
AP4,0.05547738693467336,540.1196408002265,406.65497810183365,377.20114054136593,431.8776087646966,-133.4646626983929,-162.91850025886058,-108.24203203552993,1000
AP4,0.055778894472361805,540.1196408002265,405.6636224595386,376.3019804237864,431.84535234571246,-134.4560183406879,-163.8176603764401,-108.27428845451406,1000
AP4,0.05608040201005025,540.1196408002265,404.9050558501591,375.28551174879533,431.5277296384818,-135.2145849500674,-164.8341290514312,-108.59191116174478,1000
AP4,0.05638190954773869,540.1196408002265,404.14085217220077,374.06606655809264,431.08341548573526,-135.97878862802574,-166.0535742421339,-109.03622531449126,1000
AP4,0.05668341708542713,540.1196408002265,403.25906476863406,373.30416271978476,430.26749914161377,-136.8605760315925,-166.81547808044178,-109.85214165861277,1000
AP4,0.05698492462311557,540.1196408002265,402.6278928020854,372.57570380255794,430.0140016125206,-137.4917479981411,-167.5439369976686,-110.10563918770593,1000
AP4,0.057286432160804014,540.1196408002265,401.8504088396823,371.30221481962326,429.6331359906308,-138.26923196054423,-168.81742598060325,-110.48650480959571,1000
AP4,0.057587939698492456,540.1196408002265,401.0347909784324,370.20343758678627,429.3596861672355,-139.08484982179414,-169.91620321344027,-110.759954632991,1000
AP4,0.0578894472361809,540.1196408002265,400.25525236712883,368.8955282781345,428.86341908736387,-139.8643884330977,-171.224112522092,-111.25622171286267,1000
AP4,0.05819095477386934,540.1196408002265,399.2540648440148,367.92368952698814,428.63522087442993,-140.8655759562117,-172.19595127323842,-111.48441992579662,1000
AP4,0.05849246231155778,540.1196408002265,398.6206526156038,366.9421828855826,428.5249888091276,-141.49898818462276,-173.17745791464392,-111.59465199109893,1000
AP4,0.05879396984924622,540.1196408002265,398.02683687164836,365.9617799244597,428.27018607402147,-142.0928039285782,-174.15786087576686,-111.8494547262051,1000
AP4,0.059095477386934665,540.1196408002265,397.3806682455489,364.7745637868346,427.8832122414039,-142.7389725546776,-175.34507701339191,-112.23642855882262,1000
AP4,0.05939698492462311,540.1196408002265,396.6933598676813,363.61399502611084,427.4311610512192,-143.42628093254524,-176.50564577411572,-112.68847974900737,1000
AP4,0.05969849246231155,540.1196408002265,395.9850330648905,362.1804599817223,427.03849967326573,-144.13460773533603,-177.9391808185042,-113.08114112696083,1000
AP4,0.06,540.1196408002265,395.1439121120388,360.9156415402286,426.89760299463273,-144.97572868818776,-179.20399925999794,-113.22203780559381,1000
