r_km,r_over_R,epsratio
9.7,0.8083333333333333,0.027454639903315592
9.75,0.8125,0.02710681330959354
9.8,0.8166666666666667,0.026755810471452788
9.85,0.8208333333333333,0.026401669221975038
9.899999999999999,0.825,0.026044430104503306
9.95,0.8291666666666666,0.025684136264049653
10.0,0.8333333333333334,0.025320833333333327
10.05,0.8375,0.024954569313696197
10.1,0.8416666666666667,0.02458539445115297
10.15,0.8458333333333333,0.024213361107844163
10.2,0.85,0.02383852362916887
10.25,0.8541666666666666,0.023460938206884028
10.299999999999999,0.8583333333333333,0.023080662738464888
10.35,0.8624999999999999,0.022697756683029636
10.4,0.8666666666666667,0.022312280914138213
10.45,0.8708333333333333,0.02192429756978238
10.5,0.875,0.021533869899889518
10.55,0.8791666666666667,0.021141062111668905
10.6,0.8833333333333333,0.020745939213133217
10.649999999999999,0.8875,0.02034856685513251
10.7,0.8916666666666666,0.019949011172241137
10.75,0.8958333333333334,0.019547338622840964
10.8,0.9,0.019143615828746026
10.85,0.9041666666666667,0.01873790941471533
10.9,0.9083333333333333,0.018330285848200904
10.95,0.9125,0.017920811279678355
11.0,0.9166666666666666,0.017509551383906165
11.049999999999999,0.9208333333333333,0.017096571202458624
11.1,0.9249999999999999,0.01668193498787499
11.15,0.9291666666666667,0.016265706049764645
11.2,0.9333333333333333,0.015847946603204374
11.25,0.9375,0.01542871761975951
11.3,0.9416666666666667,0.015008078681455886
11.35,0.9458333333333333,0.01458608783802373
11.399999999999999,0.95,0.014162801467728324
11.45,0.9541666666666666,0.013738274142095388
11.5,0.9583333333333334,0.01331255849483123
11.55,0.9625,0.012885705095229941
11.6,0.9666666666666667,0.012457762326350378
11.65,0.9708333333333333,0.012028776268236835
11.7,0.975,0.011598790586446887
11.75,0.9791666666666666,0.011167846426139254
11.799999999999999,0.9833333333333333,0.01073598231196361
11.85,0.9874999999999999,0.010303234053982308
11.9,0.9916666666666667,0.009869634659841987
11.95,0.9958333333333333,0.009435214253400354
12.0,1.0,0.009
